Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecada‡Æo_Total;Ganhadores_15_N£meros;Ganhadores_14_N£meros;Ganhadores_13_N£meros;Ganhadores_12_N£meros;Ganhadores_11_N£meros;Valor_Rateio_15_N£meros;Valor_Rateio_14_N£meros;Valor_Rateio_13_N£meros;Valor_Rateio_12_N£meros;Valor_Rateio_11_N£meros;Acumulado_15_N£meros;Estimativa_Prˆmio;Valor_Acumulado_Especial
97;02/08/2005;3;4;6;10;12;13;14;15;17;19;20;22;23;24;25;R$ 0,00;4;539;19062;237912;1490877;R$ 379.485,48;R$ 1.206,95;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
98;08/08/2005;1;2;5;6;8;10;11;15;17;18;20;22;23;24;25;R$ 0,00;5;1089;31800;376336;1625070;R$ 238.130,55;R$ 466,80;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
99;15/08/2005;1;2;3;4;7;10;11;13;14;16;17;20;21;24;25;R$ 0,00;4;695;19351;227907;1278734;R$ 424.895,89;R$ 1.048,05;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
100;22/08/2005;1;3;4;8;9;10;11;12;13;14;16;17;22;23;25;R$ 0,00;6;547;39008;241845;1371980;R$ 251.438,56;R$ 1.182,00;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
101;29/08/2005;1;3;6;7;9;10;13;14;16;17;19;20;21;23;24;R$ 0,00;9;917;26691;287551;1473207;R$ 144.911,71;R$ 607,23;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
102;05/09/2005;1;2;3;4;7;9;10;11;12;18;19;21;22;23;25;R$ 0,00;5;622;20635;267607;1361023;R$ 323.383,57;R$ 1.114,09;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
103;12/09/2005;1;2;3;4;5;7;8;10;11;16;17;18;22;23;25;R$ 0,00;5;467;26477;269789;1577960;R$ 276.012,69;R$ 1.266,50;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
104;19/09/2005;5;6;7;10;11;13;14;15;16;18;19;21;22;24;25;R$ 0,00;2;354;13835;196494;1186254;R$ 982.532,88;R$ 2.379,02;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
105;26/09/2005;4;6;7;8;9;10;11;12;13;15;17;19;21;22;25;R$ 0,00;2;425;15988;225268;1278152;R$ 855.532,63;R$ 1.725,44;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
106;03/10/2005;1;2;3;4;5;6;10;12;13;14;15;17;22;23;25;R$ 0,00;3;471;22766;286573;1570457;R$ 442.710,00;R$ 1.208,49;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
107;10/10/2005;1;3;4;6;7;8;9;11;12;15;17;18;21;24;25;R$ 0,00;1;494;16680;215950;1314644;R$ 1.801.807,58;R$ 1.563,17;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
108;17/10/2005;1;2;4;7;8;9;11;12;14;15;16;18;22;23;25;R$ 0,00;8;1094;26164;281728;1425759;R$ 159.562,30;R$ 498,16;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
109;24/10/2005;1;3;5;7;9;11;12;13;16;18;20;21;23;24;25;R$ 0,00;14;2257;44187;335886;1552174;R$ 76.346,11;R$ 202,19;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
110;31/10/2005;1;3;4;5;6;12;13;14;17;19;20;21;22;23;25;R$ 0,00;2;442;23523;280697;1423182;R$ 706.957,82;R$ 1.370,96;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
111;07/11/2005;1;5;6;10;11;12;13;15;17;18;19;21;22;24;25;R$ 0,00;1;415;17785;266234;1440550;R$ 1.503.858,33;R$ 1.553,04;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
112;14/11/2005;1;2;3;4;6;10;11;14;15;17;18;19;20;21;23;R$ 0,00;1;341;13885;218980;1274318;R$ 1.749.331,36;R$ 2.198,57;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
113;21/11/2005;1;2;4;5;6;8;11;12;13;14;19;20;21;24;25;R$ 0,00;3;437;16637;236170;1390432;R$ 514.867,34;R$ 1.514,81;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
114;28/11/2005;1;2;3;6;7;8;9;10;11;14;20;21;22;24;25;R$ 0,00;0;320;11371;182608;1159190;R$ 0,00;R$ 2.542,69;R$ 10,00;R$ 4,00;R$ 2,00;R$ 1.898.540,00;R$ 0,00;R$ 0,00
115;05/12/2005;1;4;5;6;7;9;11;12;13;16;17;18;20;21;25;R$ 0,00;1;674;22580;326888;1754217;R$ 4.081.776,78;R$ 1.388,24;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
116;12/12/2005;1;2;9;10;11;12;13;14;16;18;19;20;21;23;25;R$ 0,00;2;484;20047;292261;1619598;R$ 848.830,45;R$ 1.503,24;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
117;19/12/2005;5;6;7;9;10;11;12;13;14;15;17;18;20;23;25;R$ 0,00;3;498;18606;280170;1592727;R$ 569.686,18;R$ 1.470,79;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
118;27/12/2005;2;4;5;6;8;12;13;14;15;18;19;21;22;23;24;R$ 0,00;4;660;35222;301415;1520411;R$ 357.319,00;R$ 928,10;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
119;02/01/2006;1;4;6;8;9;10;11;15;17;18;20;21;22;23;24;R$ 0,00;1;370;20989;223234;1259823;R$ 1.663.143,71;R$ 1.926,43;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
120;09/01/2006;1;3;5;7;8;11;12;13;15;16;18;19;20;21;24;R$ 0,00;2;758;25198;303361;1549722;R$ 746.715,01;R$ 844,38;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
121;16/01/2006;1;2;4;5;7;9;10;11;12;16;17;18;23;24;25;R$ 0,00;3;830;27637;298499;1491043;R$ 492.515,31;R$ 760,04;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
122;23/01/2006;1;2;4;5;8;9;10;13;15;17;18;20;22;23;25;R$ 0,00;8;1291;32778;368045;1643408;R$ 136.137,23;R$ 360,18;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
123;30/01/2006;4;5;6;7;11;12;13;17;18;19;20;21;22;23;24;R$ 0,00;4;670;18123;225258;1346974;R$ 422.565,92;R$ 1.081,20;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
124;06/02/2006;2;3;4;6;7;9;14;15;16;18;19;20;21;24;25;R$ 0,00;2;396;15090;194421;1186925;R$ 1.036.561,02;R$ 2.243,64;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
125;13/02/2006;2;3;4;6;7;9;10;11;12;15;16;21;22;24;25;R$ 0,00;2;395;13621;188288;1269512;R$ 1.047.965,76;R$ 2.274,07;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
126;20/02/2006;1;2;3;4;6;7;8;13;14;16;18;21;22;24;25;R$ 0,00;0;493;18073;245449;1428758;R$ 0,00;R$ 1.516,70;R$ 10,00;R$ 4,00;R$ 2,00;R$ 1.744.710,64;R$ 0,00;R$ 0,00
127;01/03/2006;1;2;3;4;5;7;10;11;12;13;18;19;22;23;25;R$ 0,00;5;633;26537;226287;1209770;R$ 519.339,50;R$ 574,65;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
128;06/03/2006;2;3;4;6;11;13;14;15;16;17;19;20;21;23;25;R$ 0,00;2;422;18165;257399;1512543;R$ 830.452,68;R$ 1.686,77;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
129;13/03/2006;2;5;6;7;9;11;13;15;18;19;20;21;22;23;25;R$ 0,00;3;907;38023;333579;1684780;R$ 448.986,01;R$ 634,05;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
130;20/03/2006;2;3;4;5;6;9;10;12;13;15;17;19;23;24;25;R$ 0,00;3;952;29720;362203;1689512;R$ 417.614,17;R$ 561,87;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
131;27/03/2006;2;4;5;6;7;8;11;12;13;15;19;20;22;23;25;R$ 0,00;1;660;23967;320580;1600418;R$ 1.341.544,37;R$ 871,13;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
132;03/04/2006;1;3;4;5;7;9;10;11;14;15;16;17;22;23;25;R$ 0,00;10;792;26452;340872;1584197;R$ 135.976,17;R$ 733,01;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
133;10/04/2006;1;3;4;5;8;9;11;13;15;18;19;20;21;22;23;R$ 0,00;5;895;32294;385069;1862691;R$ 217.132,17;R$ 517,90;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
134;17/04/2006;1;3;5;7;8;10;11;12;13;14;16;17;19;22;25;R$ 0,00;4;1345;32243;321650;1628816;R$ 325.378,91;R$ 413,15;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
135;24/04/2006;1;2;5;7;8;10;13;14;15;18;19;20;21;22;25;R$ 0,00;7;775;20815;253415;1441124;R$ 234.154,46;R$ 906,41;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
136;02/05/2006;1;2;3;5;6;9;12;13;14;15;17;21;22;23;24;R$ 0,00;2;329;14555;238514;1255488;R$ 671.843,75;R$ 1.750,35;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
137;08/05/2006;2;6;8;9;10;11;12;13;16;17;18;19;20;21;25;R$ 0,00;2;313;12648;221694;1259615;R$ 937.816,37;R$ 2.568,19;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
138;15/05/2006;2;3;4;5;7;8;11;13;15;16;17;21;22;24;25;R$ 0,00;3;464;18695;250239;1503282;R$ 476.718,72;R$ 1.320,96;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
139;22/05/2006;1;2;7;9;12;14;15;16;17;18;19;21;22;23;24;R$ 0,00;1;443;18564;247145;1370404;R$ 1.596.786,85;R$ 1.544,78;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
140;29/05/2006;1;2;3;6;9;10;12;13;15;18;19;20;22;24;25;R$ 0,00;7;787;22971;268181;1413296;R$ 210.217,72;R$ 801,34;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
141;05/06/2006;1;3;7;8;9;10;12;13;16;17;18;19;20;24;25;R$ 0,00;2;471;17588;247734;1532701;R$ 793.662,96;R$ 1.444,34;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
142;12/06/2006;1;2;4;5;6;7;9;15;16;17;18;19;22;23;24;R$ 0,00;1;373;15636;246926;1364705;R$ 1.692.224,96;R$ 1.944,35;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
143;19/06/2006;1;2;8;9;11;13;15;16;17;19;21;22;23;24;25;R$ 0,00;5;677;29324;326923;1643883;R$ 201.113,36;R$ 634,16;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
144;26/06/2006;1;2;4;7;9;11;12;14;17;19;20;21;22;24;25;R$ 0,00;36;3305;39042;295178;1379832;R$ 35.936,80;R$ 167,14;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
145;03/07/2006;1;2;3;9;10;11;13;14;15;17;18;20;22;24;25;R$ 0,00;3;815;30436;317461;1442001;R$ 395.268,82;R$ 621,20;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
146;10/07/2006;1;2;5;8;10;11;12;13;14;16;17;22;23;24;25;R$ 0,00;6;557;21375;302776;1519562;R$ 219.758,40;R$ 1.014,53;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
147;17/07/2006;1;2;4;5;6;10;11;12;13;16;19;21;22;23;25;R$ 0,00;3;624;25125;278315;1546507;R$ 472.583,65;R$ 973,73;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
148;24/07/2006;1;2;4;5;8;9;12;13;16;17;20;21;22;24;25;R$ 0,00;17;1024;23278;276551;1552055;R$ 84.381,14;R$ 598,09;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
149;01/08/2006;2;5;7;9;10;13;15;16;17;18;19;20;23;24;25;R$ 0,00;5;616;22974;303309;1711630;R$ 235.870,42;R$ 820,52;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
150;07/08/2006;1;3;5;6;7;8;9;11;14;19;21;22;23;24;25;R$ 0,00;1;333;15291;253716;1446824;R$ 1.641.679,38;R$ 2.112,84;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
151;14/08/2006;3;4;5;7;9;10;11;12;13;14;16;18;20;23;24;R$ 0,00;5;626;23014;277803;1417099;R$ 333.476,48;R$ 1.141,52;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
152;21/08/2006;3;4;5;6;7;8;13;15;17;19;20;22;23;24;25;R$ 0,00;3;749;23507;300483;1517767;R$ 435.453,14;R$ 744,65;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
153;28/08/2006;1;2;4;5;8;11;12;13;17;18;20;21;23;24;25;R$ 0,00;8;958;30251;365810;1713398;R$ 130.468,18;R$ 465,16;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
154;04/09/2006;1;2;3;5;6;9;10;11;13;14;15;16;18;23;24;R$ 0,00;1;604;27326;262834;1558936;R$ 1.415.829,77;R$ 1.004,61;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
155;11/09/2006;2;4;5;8;10;11;14;15;16;18;19;20;21;22;24;R$ 0,00;0;559;22378;250331;1242889;R$ 0,00;R$ 1.352,92;R$ 10,00;R$ 4,00;R$ 2,00;R$ 1.764.652,94;R$ 0,00;R$ 0,00
156;18/09/2006;1;3;4;8;9;10;11;12;13;14;15;19;20;22;23;R$ 0,00;7;606;23142;344899;1779082;R$ 544.973,94;R$ 1.449,91;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
157;25/09/2006;1;2;4;6;7;9;10;12;14;16;18;19;21;24;25;R$ 0,00;9;1164;27968;294624;1457786;R$ 184.264,18;R$ 608,27;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
158;02/10/2006;2;7;8;9;10;11;12;15;16;17;18;19;20;22;23;R$ 0,00;2;379;14044;227436;1333606;R$ 903.537,47;R$ 2.043,43;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
159;09/10/2006;1;2;3;4;5;6;8;10;11;14;15;17;20;24;25;R$ 0,00;2;699;23036;296027;1584286;R$ 703.307,50;R$ 862,43;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
160;16/10/2006;1;3;4;9;10;11;12;14;15;16;17;19;20;21;24;R$ 0,00;3;343;15261;208539;1221736;R$ 597.551,18;R$ 2.239,89;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
161;19/10/2006;1;5;8;11;13;15;16;17;18;20;21;22;23;24;25;R$ 0,00;0;611;15775;239227;918806;R$ 0,00;R$ 331,96;R$ 10,00;R$ 4,00;R$ 2,00;R$ 475.058,19;R$ 1.800.000,00;R$ 0,00
162;23/10/2006;1;2;3;4;5;6;8;11;12;13;16;18;20;23;24;R$ 0,00;5;473;17329;259119;1359430;R$ 326.388,90;R$ 1.048,22;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
163;26/10/2006;1;2;3;5;6;7;9;13;14;15;20;21;23;24;25;R$ 0,00;3;301;14090;182825;1000015;R$ 264.578,33;R$ 1.130,14;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
164;30/10/2006;1;2;3;5;6;8;10;11;14;15;18;21;22;23;24;R$ 0,00;1;350;14833;215986;1200787;R$ 1.166.134,45;R$ 1.427,92;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
165;03/11/2006;1;2;4;6;8;9;12;13;14;15;17;18;19;22;25;R$ 0,00;2;474;15818;152856;784846;R$ 370.695,33;R$ 667,80;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
166;06/11/2006;2;3;4;8;9;10;13;14;15;18;19;20;21;22;23;R$ 0,00;39;1363;18402;206939;965304;R$ 30.597,68;R$ 373,80;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
167;09/11/2006;1;2;3;6;8;9;10;13;14;16;18;19;22;23;24;R$ 0,00;3;531;16831;202659;1017291;R$ 302.468,28;R$ 729,59;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
168;13/11/2006;1;2;3;4;7;10;12;15;16;17;19;20;22;23;24;R$ 0,00;1;386;15449;205259;1185853;R$ 1.467.158,17;R$ 1.628,97;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
169;16/11/2006;1;4;5;6;7;8;9;10;11;12;15;16;20;21;24;R$ 0,00;0;239;8661;119123;733474;R$ 0,00;R$ 1.973,03;R$ 10,00;R$ 4,00;R$ 2,00;R$ 1.100.295,03;R$ 0,00;R$ 0,00
170;21/11/2006;1;3;4;5;6;7;8;10;13;16;18;20;22;23;25;R$ 0,00;1;614;25288;329486;1467483;R$ 2.382.496,82;R$ 894,98;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
171;23/11/2006;1;3;4;10;11;12;13;15;16;17;21;22;23;24;25;R$ 0,00;4;268;9173;148445;853294;R$ 214.073,05;R$ 1.369,34;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
172;27/11/2006;1;2;4;6;7;9;10;11;12;13;18;20;21;22;25;R$ 0,00;1;491;15871;198340;1108489;R$ 1.294.736,87;R$ 1.130,12;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
173;30/11/2006;2;3;4;5;7;8;11;15;19;20;21;22;23;24;25;R$ 0,00;0;245;10219;148861;869873;R$ 0,00;R$ 1.729,59;R$ 10,00;R$ 4,00;R$ 2,00;R$ 988.749,60;R$ 0,00;R$ 0,00
174;04/12/2006;1;2;4;7;9;10;11;12;13;15;17;20;23;24;25;R$ 0,00;11;1312;35908;358227;1677488;R$ 164.220,21;R$ 266,09;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
175;07/12/2006;2;3;5;6;7;11;12;13;14;15;16;18;19;21;24;R$ 0,00;2;267;11214;149794;846444;R$ 640.155,35;R$ 2.055,07;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
176;11/12/2006;2;4;10;11;12;13;15;16;17;18;21;22;23;24;25;R$ 0,00;1;807;33717;236870;1292800;R$ 1.219.699,48;R$ 645,28;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
177;14/12/2006;2;6;7;8;10;11;13;15;16;17;19;20;21;23;24;R$ 0,00;2;513;17607;189127;1003314;R$ 561.611,08;R$ 938,37;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
178;18/12/2006;2;3;4;6;8;9;10;14;16;19;20;21;23;24;25;R$ 0,00;1;283;13048;190022;1115303;R$ 1.521.659,37;R$ 2.304,38;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
179;21/12/2006;2;3;4;5;7;9;13;14;15;17;19;22;23;24;25;R$ 0,00;6;1085;31036;321695;1307885;R$ 82.980,10;R$ 195,92;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
180;26/12/2006;1;2;3;4;5;6;7;8;10;11;15;17;20;24;25;R$ 0,00;13;7687;18027;183658;1062910;R$ 68.697,01;R$ 49,61;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
181;28/12/2006;1;4;5;6;7;8;14;15;16;17;19;20;21;22;23;R$ 0,00;2;360;9926;121305;708743;R$ 648.701,32;R$ 1.544,53;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
182;02/01/2007;2;3;4;7;8;9;11;13;14;17;19;21;22;23;25;R$ 0,00;7;928;23347;253900;1053677;R$ 83.505,82;R$ 268,93;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
183;04/01/2007;2;4;6;7;8;11;13;14;16;19;20;21;23;24;25;R$ 0,00;4;424;13906;182663;839141;R$ 218.236,04;R$ 882,35;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
184;08/01/2007;1;3;7;8;9;10;11;15;16;17;18;19;21;23;25;R$ 0,00;3;423;43275;270561;1208438;R$ 282.071,90;R$ 857,36;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
185;11/01/2007;1;2;4;6;7;8;9;11;12;15;17;19;20;23;25;R$ 0,00;3;489;16699;211910;1027602;R$ 298.398,38;R$ 781,59;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
186;15/01/2007;2;4;5;6;11;12;13;16;17;18;19;22;23;24;25;R$ 0,00;2;338;13786;217999;1189905;R$ 628.034,83;R$ 1.592,65;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
187;18/01/2007;1;3;11;12;13;15;16;17;18;19;21;22;23;24;25;R$ 0,00;2;636;53783;192863;1064100;R$ 374.968,40;R$ 503,43;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
188;22/01/2007;2;3;5;8;10;11;13;16;19;20;21;22;23;24;25;R$ 0,00;6;515;19440;252304;1384753;R$ 167.432,00;R$ 836,00;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
189;25/01/2007;1;2;4;5;6;7;9;13;16;18;19;20;22;23;24;R$ 0,00;2;324;16766;159294;930299;R$ 497.279,18;R$ 1.315,56;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
190;29/01/2007;1;3;4;5;7;8;11;13;14;15;16;18;19;23;24;R$ 0,00;3;583;19039;240715;1257119;R$ 350.459,97;R$ 769,96;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
191;01/02/2007;2;5;8;9;10;12;13;15;17;18;19;20;21;22;23;R$ 0,00;1;412;15024;213016;997044;R$ 964.343,13;R$ 1.003,13;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
192;05/02/2007;1;2;3;4;5;6;11;13;14;15;16;21;22;23;24;R$ 0,00;3;754;34386;197879;1082451;R$ 435.921,62;R$ 740,51;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
193;08/02/2007;1;2;3;4;5;8;9;10;14;15;16;19;20;21;25;R$ 0,00;2;316;11974;141482;846030;R$ 670.419,19;R$ 1.818,50;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
194;12/02/2007;2;7;8;9;10;12;13;14;15;17;18;21;22;23;25;R$ 0,00;1;354;14957;233715;1231332;R$ 1.197.208,94;R$ 1.449,40;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
195;15/02/2007;2;3;4;6;7;8;9;11;12;14;17;18;19;22;23;R$ 0,00;10;1073;38496;230650;1015550;R$ 86.522,69;R$ 344,28;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
196;22/02/2007;2;3;4;5;10;14;15;16;17;19;20;22;23;24;25;R$ 0,00;1;323;13239;208826;1170750;R$ 1.278.818,47;R$ 1.696,80;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
197;26/02/2007;3;4;5;6;7;8;9;10;12;13;18;20;21;22;23;R$ 0,00;4;451;16365;189310;1075584;R$ 327.278,19;R$ 1.244,01;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
198;01/03/2007;1;2;4;5;6;7;13;14;15;16;17;18;20;21;25;R$ 0,00;3;283;10301;141305;840903;R$ 409.715,30;R$ 1.861,40;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
199;05/03/2007;1;2;3;4;5;6;9;11;12;15;19;20;21;22;23;R$ 0,00;1;381;13664;178579;1124850;R$ 1.321.388,89;R$ 1.486,38;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
200;08/03/2007;1;2;4;5;8;9;11;12;13;14;15;16;21;23;24;R$ 0,00;2;280;12673;191340;1015452;R$ 519.190,74;R$ 1.589,36;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
201;12/03/2007;1;2;4;5;8;9;10;11;12;13;14;15;19;20;22;R$ 0,00;4;614;22333;262852;1261685;R$ 262.310,00;R$ 729,59;R$ 10,00;R$ 4,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00
202;15/03/2007;1;3;5;10;11;13;14;16;17;18;19;21;22;23;24;R$ 0,00;0;269;12150;175505;1105371;R$ 0,00;R$ 1.703,36;R$ 10,00;R$ 4,00;R$ 2,00;R$ 1.069.138,00;R$ 0,00;R$ 0,00
